WKT;Id;NOMBRE
"MULTIPOLYGON (((-63.2563006050574 -32.414703366795,-63.2558128175552 -32.4143845157429,-63.2558082991532 -32.4143816161789,-63.2558032583702 -32.4143794219827,-63.2557978466416 -32.4143779990726,-63.2557922265468 -32.4143773901956,-63.2557865669252 -32.4143776136436,-63.2557810378032 -32.4143786627039,-63.2557758052871 -32.4143805058605,-63.2557710265725 -32.4143830877412,-63.2557668452217 -32.414386330781,-63.2557633868513 -32.4143901375523,-63.2557607553579 -32.4143943936918,-63.2557590297971 -32.4143989713364,-63.2557582620085 -32.414403732964,-63.2557584750583 -32.4144085355256,-63.255759662546 -32.4144132347421,-63.2557617887973 -32.4144176894394,-63.2557647899352 -32.414421765789,-63.2557685757994 -32.4144253413288,-63.2557730326547 -32.4144283086422,-63.256268553266 -32.414752214635,-63.2562731532971 -32.4147550552095,-63.2562782515962 -32.4147571980781,-63.256283702523 -32.4147585820265,-63.256289350364 -32.4147591675203,-63.2562950337802 -32.4147589378339,-63.2563005904166 -32.4147578995288,-63.2563058615399 -32.4147560822655,-63.2563106965729 -32.414753537957,-63.2563149573957 -32.414750339285,-63.256318522292 -32.4147465776242,-63.2563212894254 -32.4147423604318,-63.2563231797488 -32.4147378081782,-63.2563241392627 -32.4147330509049,-63.2563241405572 -32.4147282245102,-63.2563231835955 -32.414723466867,-63.2563212957149 -32.4147189138841,-63.2563185308452 -32.4147146956239,-63.2563149679693 -32.4147109325871,-63.2563107088655 -32.4147077322701,-63.2563058752014 -32.4147051860944,-63.2563006050574 -32.414703366795)))";"10";
"MULTIPOLYGON (((-63.2547016156953 -32.4136795427628,-63.2546980971415 -32.4136763651217,-63.2546939957387 -32.4136737380059,-63.2546894296412 -32.413671737098,-63.2546845303907 -32.413670420041,-63.2546794391263 -32.4136698247769,-63.2546743025185 -32.4136699684543,-63.2546692685444 -32.413670846934,-63.2546644822241 -32.4136724349087,-63.2546600814434 -32.4136746866313,-63.2546561929814 -32.4136775372338,-63.2546529288581 -32.4136809045949,-63.2546503831074 -32.4136846917068,-63.2546486290683 -32.4136887894691,-63.2546477172717 -32.4136930798322,-63.254647673985 -32.413697439198,-63.2546485004555 -32.4137017419805,-63.254650172874 -32.4137058642237,-63.254652643061 -32.4137096871727,-63.2546558398547 -32.4137131006947,-63.2546596711609 -32.4137160064518,-63.2546640266059 -32.4137183207339,-63.2546687807167 -32.4137199768704,-63.2555929630536 -32.414311210517,-63.2555970789452 -32.4143140743014,-63.2556017057502 -32.4143163075306,-63.2556067106308 -32.4143178460872,-63.2556119498942 -32.4143186457986,-63.2556172731185 -32.4143186837046,-63.2556225274713 -32.414317958717,-63.2556275620974 -32.4143164916505,-63.2556322324501 -32.4143143246253,-63.2556364044412 -32.4143115198578,-63.2556399582909 -32.4143081578744,-63.2556427919664 -32.4143043351992,-63.2556448241115 -32.4143001615831,-63.2556459963825 -32.4142957568529,-63.2556462751231 -32.4142912474703,-63.2556456523305 -32.4142867629021,-63.2556441458855 -32.4142824319023,-63.2556417990392 -32.4142783788159,-63.2556386791706 -32.4142747200091,-63.2556348758527 -32.4142715605279,-63.2556304982806 -32.4142689910825,-63.2547016156953 -32.4136795427628)))";"11";
"MULTIPOLYGON (((-63.254526072355 -32.4135785873263,-63.2545231262108 -32.413575834444,-63.2545196743595 -32.4135735430935,-63.25451581594 -32.4135717790833,-63.254511661768 -32.4135705930769,-63.2545073311535 -32.4135700191369,-63.2545029484738 -32.4135700737471,-63.2544986396017 -32.4135707553392,-63.2544945282901 -32.4135720443374,-63.2544907326181 -32.4135739037211,-63.2544873615991 -32.4135762800879,-63.2544845120507 -32.4135791051872,-63.2544822658133 -32.4135822978809,-63.2544806874001 -32.4135857664731,-63.254479822144 -32.4135894113441,-63.2544796948957 -32.4135931278113,-63.2544803093098 -32.4135968091359,-63.2544816477403 -32.4136003495882,-63.2544836717468 -32.4136036474847,-63.2544863231987 -32.413606608108,-63.2544895259451 -32.4136091464274,-63.2544931880014 -32.4136111895411,-63.2544972041914 -32.4136126787697,-63.254501459168 -32.4136135713418,-63.2545342999348 -32.4136301950109,-63.2545375490103 -32.4136315557814,-63.2545410108257 -32.4136324637642,-63.2545445983245 -32.4136328961256,-63.2545482212896 -32.4136328419929,-63.254551788612 -32.4136323027273,-63.2545552105821 -32.4136312918901,-63.2545584011454 -32.4136298349014,-63.254561280067 -32.4136279684011,-63.2545637749487 -32.4136257393271,-63.2545658230503 -32.4136232037354,-63.2545673728669 -32.4136204253901,-63.2545684296108 -32.413617253078,-63.254568821309 -32.4136139733402,-63.2545685360748 -32.4136106857063,-63.2545675825643 -32.4136074899456,-63.2545659897135 -32.4136044830392,-63.2545638058605 -32.4136017562372,-63.2545610972781 -32.4135993922892,-63.2545579461634 -32.4135974629335,-63.254526072355 -32.4135785873263)))";"12";
"MULTIPOLYGON (((-63.2536266517727 -32.4130004931399,-63.253622336092 -32.4129955740009,-63.2536171037474 -32.4129913431365,-63.2536111048003 -32.4129879218858,-63.2536045112976 -32.4129854083686,-63.2535975123378 -32.4129838746713,-63.2535903086477 -32.4129833647798,-63.2535831068256 -32.4129838933174,-63.2535761134162 -32.4129854451259,-63.2535695289872 -32.4129879757002,-63.2535635423767 -32.4129914124646,-63.253558325278 -32.4129956568545,-63.253554027315 -32.4130005871428,-63.2535507717515 -32.413006061931,-63.2535486519557 -32.413011924205,-63.2535477287225 -32.4130180058373,-63.2535480285302 -32.4130241324096,-63.2535495427806 -32.4130301282145,-63.2535522280459 -32.4130358212951,-63.2535560073141 -32.4130410483763,-63.2535607721977 -32.4130456595477,-63.2535663860419 -32.4130495225629,-63.254253979524 -32.4134789933143,-63.2542580334205 -32.4134832929846,-63.254262905799 -32.413486930321,-63.2542684486635 -32.4134897948414,-63.2542744936527 -32.4134917995374,-63.2542808571532 -32.4134928835175,-63.2542873458771 -32.4134930138563,-63.2542937627327 -32.413492186595,-63.2542999128114 -32.4134904268611,-63.254305609308 -32.4134877881055,-63.2543106791943 -32.4134843504792,-63.2543149684754 -32.4134802183982,-63.2543183468667 -32.4134755173721,-63.2543207117517 -32.4134703901922,-63.2543219912984 -32.4134649925937,-63.2543221466414 -32.4134594885257,-63.2543211730626 -32.4134540451712,-63.2543191001339 -32.413448827869,-63.2543159908197 -32.4134439950918,-63.2543119395638 -32.4134396936322,-63.2543070694207 -32.4134360541448,-63.2543015283184 -32.4134331871768,-63.2542954845647 -32.4134311798107,-63.2536266517727 -32.4130004931399)))";"13";
"MULTIPOLYGON (((-63.2533114986338 -32.4130465413308,-63.2533143645121 -32.4130384049712,-63.2533156186722 -32.4130299801043,-63.2533152271587 -32.4130214948304,-63.2533132005722 -32.4130131788847,-63.253309593782 -32.4130052574183,-63.253304504441 -32.4129979449016,-63.2532980703413 -32.4129914393179,-63.2532904656838 -32.4129859168033,-63.2532818963614 -32.4129815268774,-63.253272594385 -32.4129783883957,-63.2532628116017 -32.4129765863311,-63.2532528128761 -32.4129761694737,-63.2532428689193 -32.4129771491099,-63.2532332489596 -32.4129794987164,-63.2532242134534 -32.4129831546786,-63.253216007033 -32.4129880180129,-63.2532088518841 -32.4129939570466,-63.2525337537617 -32.4137623127614,-63.252529066503 -32.4137696262496,-63.2525258871705 -32.41377750168,-63.2525243053188 -32.4137857172208,-63.2525243655051 -32.4137940414604,-63.2525260660346 -32.4138022399249,-63.2525293590079 -32.4138100816834,-63.2525341516703 -32.4138173458526,-63.2525403090244 -32.4138238278182,-63.2525476576324 -32.4138293449988,-63.2525559905019 -32.4138337419885,-63.2525650729159 -32.4138368949347,-63.2525746490446 -32.4138387150264,-63.2525844491511 -32.4138391509959,-63.2525941971897 -32.4138381905631,-63.2526036185815 -32.4138358607809,-63.2526124479483 -32.4138322272739,-63.2526204365879 -32.4138273923893,-63.2526273594795 -32.4138214923142,-63.2533114986338 -32.4130465413308)))";"14";
"MULTIPOLYGON (((-63.2566358450237 -32.4093041785968,-63.2566410542022 -32.4092959013176,-63.2566444895189 -32.4092869823253,-63.2566460469137 -32.4092776927935,-63.2566456790667 -32.4092683149781,-63.2566433971555 -32.4092591338174,-63.2566392705146 -32.4092504282743,-63.2566334245296 -32.4092424628603,-63.2566260368269 -32.4092354795986,-63.2566173318766 -32.4092296906705,-63.2566075741722 -32.4092252719682,-63.2565970601944 -32.4092223577506,-63.2565861094024 -32.4092210365639,-63.2565750545277 -32.4092213485515,-63.2565642314642 -32.4092232842338,-63.2565539690623 -32.4092267847966,-63.2565445791375 -32.4092317438779,-63.2565363469958 -32.4092380107999,-63.2565295224457 -32.4092453949704,-63.2558508014654 -32.4100075660743,-63.255847931732 -32.4100162115214,-63.2558468401169 -32.4100251453,-63.2558475585326 -32.4100341062424,-63.2558500659777 -32.4100428323866,-63.2558542891507 -32.4100510686346,-63.2558601045927 -32.4100585742098,-63.2558673422967 -32.410065129696,-63.2558757906776 -32.4100705434514,-63.2558852027575 -32.4100746572115,-63.2558953033855 -32.4100773507155,-63.2559057972821 -32.4100785452221,-63.2559163776708 -32.4100782058113,-63.2559267352467 -32.4100763424053,-63.2559365672185 -32.4100730094786,-63.2559455861605 -32.4100683044654,-63.2566358450237 -32.4093041785968)))";"15";
"MULTIPOLYGON (((-63.2558184827352 -32.4102296582444,-63.2558221508185 -32.4102215621299,-63.2558241927439 -32.41021306338,-63.255824552462 -32.4102043952808,-63.2558232200993 -32.4101957957665,-63.2558202322288 -32.4101875008891,-63.2558156708663 -32.4101797383379,-63.2558096612189 -32.4101727211906,-63.2558023682482 -32.4101666420636,-63.255793992142 -32.4101616678253,-63.2557847628196 -32.4101579350156,-63.2557749336203 -32.4101555460978,-63.2557647743497 -32.4101545666463,-63.2557545638735 -32.4101550235464,-63.2557445824631 -32.4101569042564,-63.2557351041021 -32.4101601571521,-63.2557263889657 -32.4101646929434,-63.2557186762793 -32.4101703871256,-63.2557121777517 -32.4101770833969,-63.2550297560776 -32.4109299416263,-63.2550244561783 -32.4109371025039,-63.2550206944122 -32.4109449324283,-63.2550185839136 -32.4109531959175,-63.2550181881551 -32.4109616444503,-63.2550195190396 -32.4109700239402,-63.2550225365418 -32.4109780823773,-63.2550271499117 -32.4109855774069,-63.2550332204042 -32.4109922836186,-63.2550405654518 -32.4109979993256,-63.2550489641547 -32.4110025526298,-63.2550581639251 -32.4110058065922,-63.2550678880829 -32.4110076633509,-63.2550778441773 -32.4110080670646,-63.255087732782 -32.4110070055917,-63.2550972565006 -32.4110045108556,-63.2551061289104 -32.4110006578847,-63.2551140831768 -32.4109955625558,-63.255120880078 -32.4109893781092,-63.2558184827352 -32.4102296582444)))";"16";
"MULTIPOLYGON (((-63.2549776288008 -32.41118110338,-63.2549834960661 -32.411172478548,-63.2549875618594 -32.4111631370324,-63.2549897093696 -32.4111533472184,-63.2549898768983 -32.4111433903712,-63.2549880596332 -32.4111335525548,-63.2549843097855 -32.411124116413,-63.2549787350902 -32.4111153530498,-63.2549714957109 -32.4111075142394,-63.2549627996376 -32.4111008251936,-63.2549528967117 -32.4110954780909,-63.2549420714478 -32.4110916265552,-63.2549306348591 -32.4110893812425,-63.2549189155226 -32.4110888066613,-63.2549072501385 -32.4110899193194,-63.254895973857 -32.41109268725,-63.2548854106493 -32.4110970309294,-63.2548758639999 -32.4111028255623,-63.2548676081874 -32.411109904667,-63.254208553436 -32.4118778479252,-63.2542036142896 -32.411884864468,-63.2542001825962 -32.411892500685,-63.2541983621072 -32.4119005257092,-63.2541982078623 -32.4119086969185,-63.2541997245251 -32.411916767271,-63.2542028662426 -32.4119244927742,-63.2542075380308 -32.4119316398613,-63.2542135986471 -32.4119379924529,-63.2542208648596 -32.4119433584895,-63.2542291169874 -32.4119475757385,-63.2542381055421 -32.4119505166989,-63.2542475587707 -32.4119520924559,-63.2542571908713 -32.4119522553693,-63.2542667106343 -32.4119510005136,-63.2542758302465 -32.4119483658273,-63.2542842739924 -32.4119444309654,-63.2542917865904 -32.4119393148915,-63.2542981409105 -32.4119331722811,-63.2549776288008 -32.41118110338)))";"17";
"MULTIPOLYGON (((-63.2541597343926 -32.4120922102124,-63.2541627244455 -32.4120843130814,-63.2541641502763 -32.412076107291,-63.2541639734225 -32.4120678142003,-63.2541621986554 -32.412059657523,-63.2541588738511 -32.4120518572931,-63.2541540886999 -32.4120446239288,-63.2541479722859 -32.4120381525569,-63.254140689605 -32.4120326177483,-63.2541324371145 -32.4120281688096,-63.2541234374326 -32.4120249257548,-63.2541139333339 -32.4120229760683,-63.2541041811999 -32.4120223723445,-63.2540944441032 -32.4120231308694,-63.2540849847104 -32.4120252311812,-63.2540760581972 -32.4120286166221,-63.2540679053644 -32.4120331958668,-63.2540607461419 -32.4120388453861,-63.2533738027375 -32.4128204262399,-63.2533699194727 -32.4128279471061,-63.2533675721847 -32.4128359126262,-63.2533668268661 -32.4128440988553,-63.2533677044716 -32.4128522756436,-63.2533701803283 -32.4128602131064,-63.2533741848296 -32.4128676880876,-63.2533796053921 -32.4128744904333,-63.2533862896207 -32.4128804289003,-63.2533940495933 -32.4128853365326,-63.2534026671436 -32.4128890753555,-63.2534118999951 -32.4128915402547,-63.2534214885724 -32.4128926619309,-63.2534311632992 -32.4128924088492,-63.2534406521771 -32.4128907881248,-63.2534496884325 -32.4128878453231,-63.2534580180175 -32.4128836631792,-63.2534654067514 -32.412878359271,-63.2541597343926 -32.4120922102124)))";"18";
"MULTIPOLYGON (((-63.252484709807 -32.413973877173,-63.2524854879988 -32.4139651430289,-63.2524845204167 -32.4139564225144,-63.2524818347203 -32.4139479649112,-63.2524775076824 -32.4139400119853,-63.2524716629945 -32.4139327910762,-63.252464467731 -32.4139265085982,-63.2524561275734 -32.4139213441398,-63.2524468809305 -32.4139174453304,-63.2524369921233 -32.4139149236197,-63.2524267438294 -32.4139138510925,-63.2524164290027 -32.4139142584076,-63.2524063424988 -32.4139161339216,-63.2523967726466 -32.4139194240218,-63.2523879930064 -32.4139240346588,-63.2523802545496 -32.4139298340345,-63.251698729017 -32.4146950933314,-63.2516932208545 -32.4147021084035,-63.2516891724649 -32.4147098057291,-63.2516866977485 -32.414717968747,-63.251685866331 -32.4147263677937,-63.2516867016044 -32.4147347665651,-63.2516891800691 -32.4147429287649,-63.2516932319949 -32.4147506247523,-63.2516987433824 -32.4147576380034,-63.2517055591711 -32.4147637712028,-63.2517134876012 -32.4147688517949,-63.251722305609 -32.414772736839,-63.2517317651029 -32.4147753170305,-63.2517415999431 -32.4147765197767,-63.2517515334294 -32.4147763112386,-63.2517612860864 -32.4147746972834,-63.2517705835262 -32.4147717233192,-63.2517791641683 -32.4147674730176,-63.2517867865993 -32.4147620659594,-63.2517932363648 -32.4147556542703,-63.252484709807 -32.413973877173)))";"19";
"MULTIPOLYGON (((-63.2516609115759 -32.4149187484872,-63.2516629601254 -32.414909777065,-63.2516632201777 -32.4149006415713,-63.2516616844821 -32.4148915967371,-63.2516583958601 -32.4148828947655,-63.2516534460109 -32.4148747782995,-63.2516469729548 -32.4148674736557,-63.2516391571845 -32.4148611845141,-63.2516302166324 -32.4148560862391,-63.2516204005937 -32.4148523209889,-63.2516099827753 -32.4148499937524,-63.2515992536638 -32.4148491694215,-63.2515885124258 -32.4148498709814,-63.2515780585657 -32.4148520788701,-63.2515681835753 -32.4148557315237,-63.2515591628051 -32.414860727093,-63.2507654057497 -32.4157542973272,-63.2507597923776 -32.4157604123162,-63.2507554555548 -32.4157672337643,-63.2507525159734 -32.4157745718334,-63.2507510554411 -32.4157822223086,-63.2507511146041 -32.4157899722802,-63.2507526918165 -32.41579760607,-63.2507557431853 -32.4158049112327,-63.2507601837927 -32.4158116844688,-63.2507658900586 -32.4158177372818,-63.2507727031801 -32.4158229012245,-63.250780433551 -32.4158270325862,-63.2507888660382 -32.4158300163928,-63.2507977659689 -32.4158317696063,-63.2508068856615 -32.4158322434352,-63.2508159713185 -32.4158314246932,-63.2508247700896 -32.4158293361655,-63.2508330371083 -32.415826035975,-63.250840542307 -32.4158216159648,-63.2508470768189 -32.415816199142,-63.2508524587914 -32.4158099362546,-63.2516609115759 -32.4149187484872)))";"20";
"MULTIPOLYGON (((-63.2507198695301 -32.4159674870241,-63.2507219102729 -32.4159594641533,-63.2507222814796 -32.4159512627045,-63.2507209719236 -32.41594313073,-63.2507180212128 -32.4159353141808,-63.2507135185915 -32.4159280494678,-63.2507076002415 -32.4159215563115,-63.250700445163 -32.4159160310969,-63.2506922697608 -32.4159116409336,-63.2506833212993 -32.4159085186015,-63.2506738704237 -32.4159067585352,-63.2506642029747 -32.4159064139678,-63.2506546113432 -32.4159074953207,-63.2506453856271 -32.4159099698884,-63.2506368048571 -32.415913762828,-63.2506291285578 -32.4159187594224,-63.2500844179196 -32.4165253692478,-63.2500800856879 -32.4165311976043,-63.2500770114522 -32.4165375751784,-63.250075288481 -32.4165443084835,-63.2500749690469 -32.4165511932408,-63.2500760628416 -32.4165580205763,-63.250078536681 -32.4165645833581,-63.2500823155127 -32.4165706824807,-63.2500872846924 -32.4165761329051,-63.2500932934622 -32.4165807692729,-63.2501001595244 -32.4165844509232,-63.2501076745723 -32.4165870661596,-63.2501156106095 -32.4165885356395,-63.2501237268675 -32.4165888147808,-63.2501317771101 -32.4165878951149,-63.250139517104 -32.4165858045431,-63.2501467120283 -32.4165826064904,-63.250153143599 -32.4165783979816,-63.2501586166911 -32.4165733066968,-63.2507198695301 -32.4159674870241)))";"21";
"MULTIPOLYGON (((-63.249876823698 -32.4169158786502,-63.2498786938304 -32.4169076617295,-63.2498788987641 -32.4168992948969,-63.2498774325957 -32.4168910191814,-63.2498743375627 -32.4168830729874,-63.2498697028263 -32.4168756852262,-63.2498636619026 -32.4168690687221,-63.249856388817 -32.4168634140811,-63.2498480930903 -32.4168588842002,-63.249839013703 -32.4168556095748,-63.249829412211 -32.416853684539,-63.2498195652108 -32.4168531645486,-63.2498097563714 -32.4168540645833,-63.2498002682623 -32.4168563587154,-63.2497913742137 -32.416859980856,-63.2497833304425 -32.41686482666,-63.2491072325685 -32.4176230732168,-63.2491017621612 -32.4176296274596,-63.2490976867177 -32.4176368758167,-63.2490951251635 -32.4176446067746,-63.2490941522474 -32.4176525947369,-63.2490947963604 -32.4176606066078,-63.2490970387072 -32.4176684085934,-63.2491008138542 -32.4176757730246,-63.2491060116398 -32.4176824850006,-63.2491124803878 -32.4176883486596,-63.2491200313343 -32.4176931928945,-63.2491284441359 -32.4176968763459,-63.2491374732989 -32.4176992915274,-63.2491468553439 -32.4177003679614,-63.2491563164938 -32.4177000742368,-63.2491655806633 -32.4176984189246,-63.249174377515 -32.4176954503285,-63.2491824503486 -32.4176912550749,-63.2491895635912 -32.4176859555853,-63.2491955096719 -32.4176797065037,-63.249876823698 -32.4169158786502)))";"22";
"MULTIPOLYGON (((-63.2490650897467 -32.4178405249246,-63.2490679103075 -32.417831890582,-63.2490689720817 -32.4178229762928,-63.2490682445966 -32.4178140378987,-63.2490657487318 -32.4178053319333,-63.2490615561195 -32.4177971082589,-63.2490557870886 -32.4177896028965,-63.2490486072117 -32.4177830312508,-63.2490402225523 -32.4177775819292,-63.2490308737516 -32.4177734113278,-63.2490208291214 -32.4177706391435,-63.249010376944 -32.4177693449382,-63.248999817198 -32.4177695658559,-63.2489894529496 -32.4177712955561,-63.2489795816538 -32.4177744843963,-63.2489704866182 -32.4177790408563,-63.2489624288717 -32.4177848341652,-63.2482616859388 -32.4185718474013,-63.2482565680096 -32.4185788220713,-63.2482529526777 -32.4185864435642,-63.24825094937 -32.4185944811977,-63.2482506187217 -32.4186026916941,-63.248251970741 -32.4186108265434,-63.2482549645064 -32.4186186395251,-63.248259509405 -32.4186258941609,-63.2482654678748 -32.418632370872,-63.2482726595689 -32.4186378736254,-63.2482808668138 -32.418642235867,-63.2482898411976 -32.4186453255633,-63.2482993110893 -32.418647049197,-63.2483089898597 -32.4186473545985,-63.2483185845579 -32.4186462325239,-63.2483278047771 -32.4186437169355,-63.2483363714454 -32.4186398839736,-63.2483440252723 -32.4186348496521,-63.2483505345965 -32.4186287663465,-63.2490650897467 -32.4178405249246)))";"23";
"MULTIPOLYGON (((-63.2482439154418 -32.418767513728,-63.2482457121652 -32.4187588699993,-63.2482458024227 -32.4187500932835,-63.2482441837396 -32.4187414242852,-63.2482409005091 -32.4187331007543,-63.2482360427755 -32.4187253509665,-63.2482297437639 -32.4187183874619,-63.2482221762269 -32.4187124012169,-63.2482135477067 -32.418707556406,-63.2482040948432 -32.4187039858996,-63.2481940768839 -32.4187017876198,-63.2481837685744 -32.4187010218551,-63.2481734526229 -32.4187017096069,-63.2481634119474 -32.4187038320133,-63.2481539219162 -32.4187073308667,-63.2481452427965 -32.4187121102101,-63.2481376126156 -32.4187180389686,-63.2474295385236 -32.4195081688847,-63.2474240850278 -32.4195147654414,-63.2474200281977 -32.4195220504074,-63.2474174853616 -32.4195298130931,-63.2474165300616 -32.4195378289931,-63.2474171899265 -32.4195458662782,-63.2474194458727 -32.4195536925011,-63.247423232656 -32.4195610813182,-63.2474284407586 -32.4195678190364,-63.2474349195563 -32.4195737107931,-63.2474424816751 -32.4195785861917,-63.2474509084095 -32.4195823042299,-63.2474599560487 -32.4195847573777,-63.2474693629241 -32.4195858746872,-63.2474788569777 -32.4195856238443,-63.2474881636303 -32.4195840121039,-63.2474970137224 -32.4195810860793,-63.2475051512989 -32.4195769303946,-63.2475123410115 -32.4195716652372,-63.2475183749256 -32.4195654428816,-63.2482439154418 -32.418767513728)))";"24";
"MULTIPOLYGON (((-63.2474022530477 -32.4197054069514,-63.2474042008428 -32.4196955841879,-63.247404140497 -32.4196856235882,-63.2474020737872 -32.4196758183226,-63.2473980615434 -32.4196664569895,-63.2473922218586 -32.4196578151209,-63.2473847266126 -32.4196501470727,-63.2473757964132 -32.4196436785384,-63.2473656941027 -32.4196385999061,-63.2473547170223 -32.419635060655,-63.24734318826 -32.4196331649557,-63.2473314471413 -32.4196329686042,-63.2473198392419 -32.4196344773798,-63.2473087062167 -32.4196376468747,-63.2472983757434 -32.4196423838014,-63.2472891518786 -32.419648548738,-63.2472813061083 -32.4196559602322,-63.2466024738869 -32.4204336068596,-63.2465986935392 -32.4204426171603,-63.2465967654023 -32.4204520401244,-63.2465967450951 -32.4204616039405,-63.246598633204 -32.4204710327342,-63.2466023752658 -32.4204800545258,-63.2466078633388 -32.4204884090759,-63.2466149391164 -32.4204958553918,-63.2466233984933 -32.4205021786796,-63.2466329974535 -32.4205071965397,-63.2466434591083 -32.4205107642286,-63.2466544816843 -32.4205127788339,-63.2466657472277 -32.4205131822427,-63.2466769307761 -32.4205119628186,-63.2466877097323 -32.4205091557367,-63.2466977731699 -32.4205048419691,-63.2467068308023 -32.4204991459495,-63.2474022530477 -32.4197054069514)))";"25";
"MULTIPOLYGON (((-63.2458218351621 -32.4213402488059,-63.2458072023528 -32.4213413634255,-63.2457930200437 -32.421344616307,-63.2457797191564 -32.4213499086135,-63.2457677038307 -32.4213570795413,-63.2457573391461 -32.4213659112057,-63.2457489400282 -32.4213761352616,-63.2457427616803 -32.4213874410566,-63.2457389918291 -32.4213994850701,-63.2457377450204 -32.4214119013511,-63.2457390591391 -32.4214243126373,-63.2457428942572 -32.4214363418179,-63.2457491338475 -32.4214476233922,-63.245757588324 -32.4214578145748,-63.245768000802 -32.4214666057115,-63.2457800549035 -32.4214737296875,-63.2457933843704 -32.4214789700441,-63.245807584193 -32.4214821675554,-63.245822222916 -32.4214832250663,-63.245836855748 -32.4214821104448,-63.245851038077 -32.4214788575584,-63.245864338979 -32.4214735652444,-63.2458763543123 -32.4214663943075,-63.2458867189967 -32.4214575626334,-63.2458951181064 -32.4214473385685,-63.2459012964393 -32.4214360327663,-63.2459050662704 -32.4214239887481,-63.2459063130563 -32.4214115724655,-63.245904998915 -32.4213991611812,-63.245901163777 -32.4213871320055,-63.245894924172 -32.4213758504387,-63.2458864696878 -32.4213656592652,-63.2458760572101 -32.4213568681382,-63.2458640031167 -32.4213497441711,-63.2458506736648 -32.4213445038218,-63.2458364738623 -32.4213413063153,-63.2458218351621 -32.4213402488059)))";"26";
"MULTIPOLYGON (((-63.2465594782582 -32.4206438947867,-63.246563588808 -32.420637316389,-63.2465663485876 -32.4206302487345,-63.2465676803263 -32.4206228897106,-63.246567546737 -32.420615445363,-63.2465659515603 -32.420608124126,-63.2465629394601 -32.4206011309869,-63.2465585947725 -32.4205946617468,-63.2465530391446 -32.4205888975379,-63.2465464281285 -32.4205839997522,-63.2465389468263 -32.4205801055228,-63.2465308047069 -32.420577323884,-63.2465222297413 -32.4205757327191,-63.2465134620199 -32.420575376579,-63.2465047470299 -32.4205762654352,-63.2464963287822 -32.4205783744006,-63.246488442979 -32.4205816444265,-63.2464813104149 -32.4205859839554,-63.2464751307946 -32.4205912714848,-63.2461718476947 -32.42094098697,-63.2461672147596 -32.4209472708525,-63.2461638709918 -32.4209541181284,-63.2461619084981 -32.4209613401847,-63.2461613813369 -32.420968738085,-63.2461623040296 -32.4209761080489,-63.2461646511604 -32.4209832470657,-63.2461683580763 -32.4209899584861,-63.2461733226678 -32.4209960574392,-63.2461794081819 -32.421001375925,-63.246186446989 -32.421005767442,-63.2461942452002 -32.4210091110227,-63.246202588008 -32.4210113145656,-63.2462112456037 -32.4210123173726,-63.2462199795076 -32.4210120918206,-63.2462285491377 -32.4210106441226,-63.2462367184375 -32.4210080141566,-63.2462442623774 -32.4210042743668,-63.2462509731545 -32.4209995277685,-63.2462566659154 -32.4209939051102,-63.2465594782582 -32.4206438947867)))";"27";
"MULTIPOLYGON (((-63.2461033068113 -32.4211813992271,-63.2461094419241 -32.4211741590568,-63.2461140345462 -32.4211661387988,-63.2461169506389 -32.4211575725302,-63.2461181050943 -32.421148710264,-63.2461174642195 -32.4211398106517,-63.2461150467192 -32.421131133435,-63.2461109231506 -32.4211229318646,-63.2461052138631 -32.4211154453092,-63.2460980854868 -32.4211088922691,-63.2460897460686 -32.4211034639992,-63.2460804390001 -32.4210993189273,-63.2460704359147 -32.4210965780303,-63.2460600287592 -32.4210953213029,-63.2460495212734 -32.4210955854237,-63.2460392201254 -32.4210973626842,-63.2460294259613 -32.4211006012137,-63.2460204246303 -32.4211052064936,-63.2460124788426 -32.4211110441157,-63.2460058205016 -32.4211179437049,-63.246000643936 -32.421125703892,-63.2459333140345 -32.4212149905931,-63.2459297289176 -32.4212215170627,-63.2459274903185 -32.4212284622961,-63.245926662135 -32.4212356280514,-63.2459272680067 -32.4212428097925,-63.2459292906402 -32.4212498025266,-63.2459326723027 -32.421256406656,-63.2459373164696 -32.4212624336751,-63.2459430905799 -32.4212677115511,-63.2459498298198 -32.4212720896344,-63.2459573418272 -32.4212754429585,-63.2459654121823 -32.4212776758077,-63.245973810528 -32.4212787244482,-63.2459822971451 -32.421278558948,-63.2459906297949 -32.4212771840312,-63.2459985706333 -32.4212746389428,-63.2460058930001 -32.4212709963288,-63.2460123878887 -32.4212663601627,-63.2460178699115 -32.4212608627774,-63.2461033068113 -32.4211813992271)))";"28";
